freq,product,product label,PRODQNT - EU27_2020 - 2019 - amount,PRODQNT - EU27_2020 - 2019 - unit,EXPQNT - EU27_2020 - 2019 - amount,EXPQNT - EU27_2020 - 2019 - unit,IMPQNT - EU27_2020 - 2019 - amount,IMPQNT - EU27_2020 - 2019 - unit,PRODQNT - EU27_2020 - 2022 - amount,PRODQNT - EU27_2020 - 2022 - unit,EXPQNT - EU27_2020 - 2022 - amount,EXPQNT - EU27_2020 - 2022 - unit,IMPQNT - EU27_2020 - 2022 - amount,IMPQNT - EU27_2020 - 2022 - unit,PRODQNT - FR - 2019 - amount,PRODQNT - FR - 2019 - unit,EXPQNT - FR - 2019 - amount,EXPQNT - FR - 2019 - unit,IMPQNT - FR - 2019 - amount,IMPQNT - FR - 2019 - unit,PRODQNT - FR - 2022 - amount,PRODQNT - FR - 2022 - unit,EXPQNT - FR - 2022 - amount,EXPQNT - FR - 2022 - unit,IMPQNT - FR - 2022 - amount,IMPQNT - FR - 2022 - unit
A,20146325,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",30000000,KG,7794635,KG,13658058,KG,60000000,KG,9101933,KG,11871307,KG,:,KG,2261600,KG,1406900,KG,:,KG,1780873,KG,1235989,KG
A,20146333,"2,2-Oxydiethanol (diethylene glycol; digol)",93200592,KG,32809279,KG,285163739,KG,60000000,KG,7510677,KG,261846701,KG,0,KG,0,KG,15551800,KG,0,KG,79786,KG,13359094,KG
A,20146339,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding 2,2-Oxydiethanol)",527309190,KG,250973926,KG,97790479,KG,360000000,KG,236845728,KG,103507306,KG,3660610,KG,24375200,KG,42748100,KG,:,KG,72520951,KG,42667497,KG
A,20146350,"Ether-phenols; ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",9088154,KG,4912629,KG,3519761,KG,5000000,KG,3030208,KG,2796035,KG,7580773,KG,5473900,KG,1567800,KG,2491321,KG,3217329,KG,1123142,KG
A,20146360,"Alcohol, ether and ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",32000000,KG,20747621,KG,13622476,KG,:,: ,:,: ,:,: ,577263,KG,347000,KG,3110300,KG,:,: ,:,: ,:,: 
A,20146361,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",:,: ,:,: ,:,: ,32000000,KG,18781010,KG,13938730,KG,N/A,N/A,:,: ,:,: ,N/A,N/A,890854,KG,3644961,KG
A,20146373,Oxirane (ethylene oxide),940841433,KG,26543405,KG,17281252,KG,882308077,KG,24660975,KG,4451301,KG,:,KG,0,KG,26359700,KG,:,KG,0,KG,22713553,KG
A,20146375,Methyloxirane (propylene oxide),1641804660,KG,29173221,KG,70967677,KG,1620704043,KG,30047434,KG,30234134,KG,N/A,N/A,51494800,KG,6819600,KG,N/A,N/A,89310147,KG,5925985,KG
A,20146379,"Epoxides, epoxyalcohols, -phenols, epoxyethers, with a 3-membered ring and their halogenated, sulphonated, nitrated/nitrosated derivatives excluding oxirane, methyloxirane (propylene oxide)",149259605,KG,51009710,KG,35148316,KG,80000000,KG,73209999,KG,46570895,KG,:,KG,664200,KG,11001700,KG,:,KG,22560734,KG,7917515,KG
A,20146380,Acetals and hemiacetals and their halogenated; sulphonated; nitrated or nitrosated derivatives,16792979,KG,3535262,KG,987930,KG,:,: ,:,: ,:,: ,:,KG,36500,KG,1099900,KG,:,: ,:,: ,:,: 
A,20146381,Acetals and hemiacetals and their halogenated; sulphonated; nitrated or nitrosated derivatives,:,: ,:,: ,:,: ,10060103,KG,4621956,KG,959815,KG,:,: ,:,: ,:,: ,22701,KG,115379,KG,938809,KG
A,20146430,"Other organic compounds, n.e.c.",561860613,KG,3663448,KG,3583960,KG,447789539,KG,5344324,KG,3882119,KG,10518023,KG,1421100,KG,1638300,KG,5147985,KG,1778109,KG,1469595,KG
A,20146450,Rennet and concentrates thereof,14027000,KG,3950743,KG,719190,KG,18000000,KG,4113646,KG,1158874,KG,:,KG,201800,KG,375400,KG,:,KG,254861,KG,981792,KG
A,20146470,Enzymes; prepared enzymes (not elsewhere specified or included) (excluding rennet and concentrates),293982025,KG,144292618,KG,43819180,KG,311697344,KG,153890418,KG,48159674,KG,:,KG,19362000,KG,24972500,KG,:,KG,22008251,KG,24423113,KG
A,20147120,Activated natural mineral products; animal black,523885483,KG,409343811,KG,106815558,KG,556255248,KG,310179665,KG,111396625,KG,:,KG,79614600,KG,115018200,KG,:,KG,72744191,KG,137646195,KG
A,20147130,Tall oil; whether or not refined,469115316,KG,8733854,KG,110153310,KG,500000000,KG,7291566,KG,128682560,KG,:,KG,0,KG,20053100,KG,26858780,KG,1487888,KG,49078856,KG
A,20147140,"Gum, wood or sulphate turpentine oils, pine oil and other alike",45275799,KG,20418938,KG,5229265,KG,43619132,KG,22865796,KG,15979110,KG,:,KG,2441900,KG,1702700,KG,:,KG,1256334,KG,42889057,KG
A,20147150,Rosin and resin acids; and derivatives; rosin spirit and oils; run gums,354390361,KG,68537790,KG,98766348,KG,450000000,KG,62319494,KG,106314360,KG,:,KG,29094900,KG,23051300,KG,:,KG,27011310,KG,28624691,KG
A,20147170,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch",147915190,KG,2169576,KG,95312026,KG,180000000,KG,4589285,KG,91785968,KG,:,KG,16589300,KG,5348500,KG,:,KG,32993575,KG,19393184,KG
A,20147200,Wood charcoal whether or not agglomerated (including shell or nut charcoal),240000000,KG,55481003,KG,689935809,KG,300000000,KG,61104102,KG,582571210,KG,26521366,KG,7450000,KG,90038200,KG,26887868,KG,11842394,KG,80599333,KG
A,20147320,"Benzol (benzene), toluol (toluene) and xylol (xylenes)",1782934741,KG,242858564,KG,311323634,KG,1795606724,KG,270158447,KG,323538499,KG,:,KG,259298400,KG,38267100,KG,:,KG,220377239,KG,25889720,KG
A,20147340,"Naphthalene and other aromatic hydrocarbon mixtures (excluding benzene, toluene, xylene)",3857631585,KG,1609435284,KG,2479688162,KG,4200000000,KG,817079827,KG,1785891804,KG,718962185,KG,332620600,KG,92493100,KG,213667462,KG,371161494,KG,67629059,KG
A,20147360,Phenols,98799300,KG,2887030,KG,733352,KG,71882500,KG,7668268,KG,3563287,KG,0,KG,1000,KG,1929300,KG,:,KG,0,KG,1864786,KG
A,20147390,"Other oils and oil products, n.e.c.",2320000000,KG,11340024043,KG,7099883514,KG,4229969352,KG,17420292158,KG,8235095443,KG,:,KG,843035400,KG,325014900,KG,:,KG,1488203802,KG,342542510,KG
A,20147400,Undenatured ethyl alcohol of an alcoholic strength by volume >= 80 % (important: excluding alcohol duty),3849209351.0,KG,579008236.22,KG,766310790.61,KG,3950000000.0,KG,352347383.34000003,KG,1202299307.03,KG,1134544968.0900002,KG,606179743.49,KG,354912762.19,KG,1169549630.3,KG,399937967.68,KG,638756277.5,KG
A,20147500,Denatured ethyl alcohol and other denatured spirits; of any strength,903535008.7900001,KG,66324090.550000004,KG,181986810.29000002,KG,805800000.0,KG,44483919.61,KG,439734127.62,KG,122624839.64,KG,95002244.74000001,KG,8712330.14,KG,:,L,61023911.82,KG,16436384.5,KG
A,20148000,"Residual lyes from the manufacture of wood pulp, excluding tall oil",522950947,KG,205382331,KG,147574288,KG,380000000,KG,138890676,KG,143531160,KG,50939000,KG,0,KG,38525300,KG,:,KG,34133762,KG,22675023,KG
A,20161035,"Linear polyethylene having a specific gravity < 0,94, in primary forms",1839610198,KG,318193075,KG,791305255,KG,3486497998,KG,199640883,KG,752212055,KG,777417367,KG,199769400,KG,182774100,KG,791249287,KG,146735786,KG,173773205,KG
A,20161039,"Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)",3804711583,KG,935132814,KG,846552896,KG,3561952039,KG,870209572,KG,912261837,KG,465074009,KG,336705400,KG,397749900,KG,:,KG,198057025,KG,380096125,KG
A,20161050,"Polyethylene having a specific gravity of >= 0,94, in primary forms",5550745548,KG,1237023590,KG,1953474415,KG,5978698843,KG,990970125,KG,1650180628,KG,:,KG,343468500,KG,518059400,KG,:,KG,323981555,KG,455203986,KG
A,20161070,"Ethylene-vinyl acetate copolymers, in primary forms",583095624,KG,250297867,KG,100002531,KG,500000000,KG,178585006,KG,93659673,KG,69370230,KG,96589200,KG,38199200,KG,:,KG,99983752,KG,41473560,KG
A,20161090,"Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)",1466948303,KG,899402699,KG,1119589784,KG,977427615,KG,835156693,KG,1318729314,KG,:,KG,386436100,KG,213321300,KG,19485243,KG,327791215,KG,263947797,KG
A,20162035,"Expansible polystyrene, in primary forms",1646119041,KG,84366432,KG,100586452,KG,1653560947,KG,65965750,KG,210504230,KG,128987222,KG,121913200,KG,130124700,KG,:,KG,83344197,KG,125718635,KG
A,20162039,"Polystyrene, in primary forms (excluding expansible polystyrene)",1737955578,KG,316549184,KG,199187391,KG,1483611701,KG,239407056,KG,108864758,KG,420424280,KG,285299800,KG,79083700,KG,359065159,KG,278293404,KG,61210665,KG
A,20162050,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",217569974,KG,12529966,KG,40377919,KG,151280223,KG,7104740,KG,41617725,KG,:,KG,483100,KG,6134500,KG,:,KG,549909,KG,4043142,KG
A,20162070,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",697933888,KG,217370525,KG,237981477,KG,605343037,KG,222751539,KG,240874146,KG,1069684,KG,4096000,KG,35421900,KG,:,KG,29882957,KG,37955760,KG
A,20162090,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)",750000000,KG,315217813,KG,103541438,KG,734825779,KG,278296014,KG,80671549,KG,:,KG,100008200,KG,70868900,KG,:,KG,57115058,KG,73400705,KG
A,20163010,"Polyvinyl chloride, not mixed with any other substances, in primary forms",4953910010,KG,1425967650,KG,504513532,KG,4470793569,KG,1060607262,KG,537253899,KG,1145155600,KG,839037800,KG,189717600,KG,945577326,KG,673218633,KG,192712821,KG
A,20163023,"Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms",330277306,KG,61338986,KG,28512414,KG,280230785,KG,73706382,KG,57649058,KG,:,KG,40011900,KG,36307100,KG,:,KG,39925512,KG,53686760,KG
A,20163025,"Plasticised polyvinyl chloride mixed with any other substance, in primary forms",749221008,KG,147759655,KG,47445766,KG,739709991,KG,138388782,KG,51011039,KG,167737570,KG,31691500,KG,39008800,KG,:,KG,27598145,KG,38165066,KG
A,20163040,"Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms",393609155,KG,61739475,KG,4973162,KG,453353088,KG,64662376,KG,8308620,KG,:,KG,17700,KG,11136900,KG,:,KG,20148220,KG,11025118,KG
A,20163060,Fluoropolymers,144872869,KG,28715746,KG,36137496,KG,74686816,KG,40890988,KG,48461677,KG,24942428,KG,442800,KG,6285500,KG,:,KG,19405814,KG,5803914,KG
A,20163090,"Polymers of halogenated olefins, in primary forms, n.e.c.",94739954,KG,60494951,KG,8439834,KG,85543687,KG,95717320,KG,8673556,KG,:,KG,266300,KG,28089600,KG,:,KG,62137769,KG,27832096,KG
A,20164013,"Polyacetals, in primary forms",180000000,KG,128589004,KG,95890259,KG,198060284,KG,101704073,KG,136352532,KG,147485,KG,2538900,KG,29931800,KG,:,KG,3451634,KG,32742110,KG
A,20164015,"Polyethylene glycols and other polyether alcohols, in primary forms",1977533010,KG,814904343,KG,216353897,KG,1427332962,KG,558740400,KG,259964484,KG,162014342,KG,157186800,KG,143477700,KG,:,KG,140404366,KG,138464527,KG
A,20164020,"Polyethers, in primary forms (excluding polyacetals, polyether alcohols)",157111850,KG,57638213,KG,60032936,KG,134635271,KG,79696469,KG,73616986,KG,6419151,KG,10337100,KG,16566300,KG,:,KG,4915141,KG,18163855,KG
A,20164030,"Epoxide resins, in primary forms",392464949,KG,239737714,KG,149323766,KG,597613688,KG,168862664,KG,154987113,KG,:,KG,14538900,KG,39056000,KG,33550101,KG,12715115,KG,34913248,KG
A,20164040,"Polycarbonates, in primary forms",1343848775,KG,259407520,KG,91307966,KG,1080000000,KG,219944329,KG,137425259,KG,:,KG,8120800,KG,52938100,KG,:,KG,8148306,KG,47504909,KG
A,20164050,"Alkyd resins, in primary forms",502609821,KG,57949046,KG,7542022,KG,300000000,KG,56298460,KG,10050644,KG,10557014,KG,3879200,KG,25556000,KG,:,KG,1336445,KG,18626648,KG
A,20164062,Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g,2517574915,KG,267056705,KG,1091012060,KG,2200000000,KG,251477812,KG,1149184970,KG,:,KG,31968300,KG,494229500,KG,:,KG,45776343,KG,399790693,KG
A,20164064,Other polyethylene terephthalate in primary forms,398927284,KG,103354450,KG,306319822,KG,440000000,KG,111124598,KG,432335906,KG,0,KG,29025900,KG,26523500,KG,:,KG,48180458,KG,57927589,KG
A,20164070,"Unsaturated liquid polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",550612846,KG,123600895,KG,64537285,KG,480000000,KG,116617631,KG,116328351,KG,158984711,KG,95708800,KG,37382300,KG,:,KG,71752648,KG,35197806,KG
A,20164080,"Unsaturated polyesters, in primary forms (excluding liquid polyesters, polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",161440568,KG,31829721,KG,12026970,KG,175920200,KG,28249421,KG,8744237,KG,51929372,KG,26980000,KG,3185300,KG,51253234,KG,20373424,KG,4774508,KG
A,20164090,"Polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate, other unsaturated polyesters)",1372840870,KG,353818192,KG,381787129,KG,1215524664,KG,352178159,KG,457983270,KG,8450868,KG,25813900,KG,140839300,KG,:,KG,30711731,KG,158234682,KG
A,20165130,"Polypropylene, in primary forms",9673911407,KG,1031526235,KG,1366859420,KG,9555914244,KG,840201926,KG,1503902249,KG,1328181138,KG,528842900,KG,450055900,KG,1002690213,KG,453736761,KG,360204335,KG
A,20165150,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)",2271366674,KG,1190671213,KG,585934061,KG,2319569424,KG,1029973558,KG,610039481,KG,44424846,KG,554619900,KG,522517700,KG,136065647,KG,414913326,KG,499529401,KG
A,20165230,"Polymers of vinyl acetate, in aqueous dispersion, in primary forms",1066468144,KG,157846686,KG,17375922,KG,900000000,KG,136788813,KG,14892768,KG,:,KG,3592300,KG,41270100,KG,934580,KG,3183674,KG,39611926,KG
A,20165250,"Polymers of vinyl acetate, in primary forms (excluding in aqueous dispersion)",200000000,KG,42892896,KG,46609390,KG,200000000,KG,37926485,KG,50743096,KG,:,KG,19738800,KG,31412200,KG,:,KG,27013438,KG,30346758,KG
A,20165270,"Polymers of vinyl esters or other vinyl polymers, in primary forms (excluding vinyl acetate)",161644241,KG,82718980,KG,195790897,KG,169127411,KG,74075266,KG,190775915,KG,:,KG,11204900,KG,30761800,KG,:,KG,11538942,KG,29864487,KG
A,20165350,"Polymethyl methacrylate, in primary forms",88203890,KG,8630224,KG,37740891,KG,70000000,KG,11183399,KG,54425211,KG,42975,KG,0,KG,7078900,KG,27538,KG,2283973,KG,6896791,KG
A,20165390,"Acrylic polymers, in primary forms (excluding polymethyl methacrylate)",3338385824,KG,1068009737,KG,426646178,KG,4000794976,KG,945648319,KG,471446900,KG,665115053,KG,693817200,KG,259707700,KG,783387358,KG,678085987,KG,286964711,KG
A,20165450,"Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",1859082545,KG,469780544,KG,242946073,KG,2080000000,KG,365268880,KG,290412440,KG,:,KG,109239900,KG,115233400,KG,:,KG,116347005,KG,125912655,KG
A,20165490,"Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)",267901555,KG,137253316,KG,81639434,KG,280000000,KG,151367722,KG,83469286,KG,33338859,KG,22684300,KG,46486900,KG,:,KG,22279107,KG,47226289,KG
A,20165550,"Urea resins and thiourea resins, in primary forms",3271365258,KG,146978442,KG,102920747,KG,2827179444,KG,181699159,KG,142591005,KG,:,KG,223800,KG,331218500,KG,:,KG,1293874,KG,207263216,KG
A,20165570,"Melamine resins, in primary forms",910605119,KG,38980950,KG,46539686,KG,750000000,KG,35905246,KG,81668427,KG,:,KG,597700,KG,60792500,KG,:,KG,693893,KG,53246550,KG
A,20165630,"Amino resins, in primary forms (excluding urea and thiourea resins, melamine resins)",1330954731,KG,534493746,KG,141927802,KG,1342078405,KG,594725323,KG,258240039,KG,5323150,KG,8902200,KG,126942700,KG,:,KG,5656102,KG,145231744,KG
A,20165650,"Phenolic resins, in primary forms",838266066,KG,89648518,KG,61611110,KG,871106511,KG,88912877,KG,47732080,KG,39156807,KG,31462100,KG,36874200,KG,:,KG,30098154,KG,40596392,KG
A,20165670,"Polyurethanes, in primary forms",2344181214,KG,488138801,KG,81666924,KG,1800000000,KG,452505013,KG,76946808,KG,76572342,KG,59860000,KG,53816600,KG,:,KG,64839442,KG,54500328,KG
A,20165700,"Silicones, in primary forms",632119307,KG,86044505,KG,206811692,KG,642709316,KG,97899262,KG,214199166,KG,N/A,N/A,0,KG,44655800,KG,N/A,N/A,67992037,KG,51333301,KG
A,20165920,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones, etc., n.e.c., in primary forms",508000000,KG,224633361,KG,262602707,KG,440000000,KG,202879904,KG,278803975,KG,164793627,KG,174127800,KG,93706200,KG,:,KG,128871038,KG,82453364,KG
A,20165940,"Cellulose and its chemical derivatives, n.e.c., in primary forms",:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20165945,Sodium carboxymethyl cellulose,30076410,KG,61597569,KG,14641706,KG,26000000,KG,69994395,KG,16020072,KG,:,KG,0,KG,2810700,KG,1098184,KG,15713873,KG,3624797,KG
A,20165950,"Cellulose and its chemical derivatives, in primary forms, excluding sodium carboxymethyl cellulose and n.e.c.",342232085,KG,215327703,KG,115215823,KG,350707898,KG,215458478,KG,120245325,KG,:,KG,1499400,KG,29316600,KG,:,KG,9634580,KG,30786140,KG
A,20165955,"Natural polymers and modified natural polymers, not elsewhere specified or included, in primary forms . Alginic acid, its salts and esters",134000000,KG,5423076,KG,6197294,KG,154158484,KG,5474497,KG,6942857,KG,1964394,KG,2908100,KG,1096100,KG,:,KG,2879158,KG,1370891,KG
A,20165960,"Natural and modified natural polymers, in primary forms (including alginic acid, hardened proteins, chemical derivatives of natural rubber)",:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20165965,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives of natural rubber, n.e.s., in primary forms (excl. alginic acid and its salts and esters)",100000000,KG,21277604,KG,20666257,KG,180000000,KG,21223943,KG,19361212,KG,8949049,KG,8990900,KG,12281700,KG,:,KG,10584890,KG,10409845,KG
A,20165970,"Ion-exchangers based on synthetic or natural polymers, in primary forms",142099386,KG,17426520,KG,31867381,KG,178486202,KG,26284771,KG,36585803,KG,0,KG,0,KG,10387800,KG,:,KG,17810698,KG,12673156,KG
